idiom,response
touch and go,"  Output: i (figurative meaning)

The expression ""touch and go"" in the sentence means that it was uncertain or precarious whether they would make it back to base that night. It implies that the situation was delicate and could have gone either way, like a plane touching down at an airport and then taking"
off and running,"  Sure! In the context of the sentence ""On top of that the new point to point season is off and running and that's where we're going for this week's Friday Feature,"" the expression ""off and running"" holds a figurative meaning.

Output: i (figurative meaning)

The phrase"
off and running,"  Output: i (figurative meaning)

The expression ""off and running"" in the contextual sentence has a figurative meaning. It means that the conversation or activity has started and is moving forward smoothly, with momentum and energy. The phrase is often used to describe the beginning of a project, a meeting, or any other"
off and running,"  Output: i (figurative meaning)

The expression ""off and running"" in the contextual sentence has a figurative meaning. It means that the event or activity is starting or continuing without any delay or obstacles. The use of ""off"" implies a sense of momentum or forward motion, and ""running"" conve"
horses for courses,"  Sure! In the context of the sentence ""And it's horses for courses, it's secure,"" the expression ""horses for courses"" holds a figurative meaning.

Output: i (figurative meaning)

The expression ""horses for courses"" is a common idiom that means ""suitable"
horses for courses,"  Sure, I'd be happy to help!

In the context of the sentence ""If ever there was a case for the old adage ‘horses for courses’, ‘Strip Search’ was it!"", the expression ""horses for courses"" holds a figurative meaning.

Output: i (fig"
horses for courses,"  Sure! The expression ""horses for courses"" has a figurative meaning in the contextual sentence. Here are my outputs:

Output: i (figurative meaning):

The expression ""horses for courses"" means that each person is suited to a particular task or situation, like a horse being matched with"
wipe the slate clean,"  Sure, I'd be happy to help!

In the context of the sentence you provided, the expression ""wipe the slate clean"" holds a figurative meaning. The phrase is often used metaphorically to mean ""starting over"" or ""erasing the past."" In this sentence, it implies that the killing"
wipe the slate clean,"  Output: i (figurative meaning)

The expression ""wipe the slate clean"" in the contextual sentence holds a figurative meaning. It means to erase or forget past mistakes, wrongdoings, or negative events, and start anew with a clean slate. In this case, Pinochet'"
wipe the slate clean,"  Output: i (figurative meaning)

The expression ""wipe the slate clean"" in the contextual sentence is used figuratively to mean starting fresh or erasing past mistakes or negative experiences. The sentence suggests that many people thought it was unnecessary to create rules for something that seemed to be inherently fresh and free of b"
